Title,Year,ID,Director 1,Director 2,Lead Actor,Supporting Actor,Genre 1,Genre 2,Genre 3,Length,ID,Jon,Shukanth,RT,iMDB,MC,Jake,Jeff,Letterboxd Link
The Rock,1996,,Michael Bay,,,,Action,,,136,,,,,,,,,
The Royal Tenenbaums,2001,,Wes Anderson,,,,Dark Comedy,,,110,,,,,,,,,
Saving Private Ryan,1998,,,,,,,,,,,,,,,,4.5,,http://letterboxd.com/film/saving-private-ryan/
Saw,2004,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/saw/
The Seventh Seal,1957,,Ingmar Bergman,,,,Drama,,,96,,,,,,,,,
Scarface,1983,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/scarface-1983/
The Shawshank Redemption,1994,,Frank Darabont,,,,Drama,,,142,,,,,,,,,
The Silence of the Lambs,1991,,Jonathan Demme,,,,Horror,,,118,,,,,,,,,
Senna,2010,,,,,,,,,,,,,,,,4.5,,http://letterboxd.com/film/senna/
The Sixth Sense,1999,,M. Night Shyamalan,,,,Horror,,,107,,,,,,,,,
Serenity,2005,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/serenity/
The Social Network,2010,,David Fincher,,,,Drama,,,,,,,,,,,,
The Sword of Doom,1966,,Kihachi Okamoto,,,,Asian,,,119,,,,,,,,,
The Terminator,1984,,James Cameron,,,,Suspense,,,,,,,,,,,,
The Thin Blue Line,1988,,Errol Morris,,,,Documentary,,,,,,,,,,,,
The Town,2010,,Ben Affleck,,,,Action,,,,,,,,,,,,
Sherlock Holmes,2009,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/sherlock-holmes-2009/
Sherlock Holmes: A Game of Shadows,2011,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/sherlock-holmes-a-game-of-shadows/
The Tree of Life,2011,,Terrence Malick,,,,Drama,,,,,,,,,,,,
Shrek,2001,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/shrek/
Shrek 2,2004,,,,,,,,,,,,,,,,2.5,,http://letterboxd.com/film/shrek-2/
Shutter Island,2010,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/shutter-island/
Signs,2002,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/signs/
The Twilight Samurai,2002,,Yôji Yamada,,,,Asian,,,,,,,,,,,,
The Usual Suspects,1995,,Bryan Singer,,,,Suspense,,,,,,,,,,,,
Skyfall,2012,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/skyfall/
The Virgin Suicides,1999,,Sofia Coppola,,,,Drama,,,,,,,,,,,,
The Wrestler,2008,,Darren Aronofsky,,,,Drama,,,,,,,,,,,,
Thelma & Louise,1991,,Ridley Scott,,,,Drama,,,,,,,,,,,,
Spaceballs,1987,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/spaceballs/
Spider-Man,2002,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/spider-man/
Spider-Man 2,2004,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/spider-man-2/
Spider-Man 3,2007,,,,,,,,,,,,,,,,1.5,,http://letterboxd.com/film/spider-man-3/
Star Wars: Episode I - The Phantom Menace,1999,,,,,,,,,,,,,,,,2.5,,http://letterboxd.com/film/star-wars-episode-i-the-phantom-menace/
Star Wars: Episode II - Attack of the Clones,2002,,,,,,,,,,,,,,,,1.5,,http://letterboxd.com/film/star-wars-episode-ii-attack-of-the-clones/
Star Wars: Episode III - Revenge of the Sith,2005,,,,,,,,,,,,,,,,2,,http://letterboxd.com/film/star-wars-episode-iii-revenge-of-the-sith/
Star Wars: Episode IV - A New Hope,1977,,,,,,,,,,,,,,,,5,,http://letterboxd.com/film/star-wars-episode-iv-a-new-hope/
Star Wars: Episode V - The Empire Strikes Back,1980,,,,,,,,,,,,,,,,5,,http://letterboxd.com/film/star-wars-episode-v-the-empire-strikes-back/
Star Wars: Episode VI - Return of the Jedi,1983,,,,,,,,,,,,,,,,4.5,,http://letterboxd.com/film/star-wars-episode-vi-return-of-the-jedi/
There Will Be Blood,2007,,Paul Thomas Anderson,,,,Drama,,,,,,,,,,3.5,4.5,http://letterboxd.com/film/there-will-be-blood/
There's Something About Mary,1998,,Farrelly Brothers,,,,Comedy,,,,,,,,,,,,
Super Size Me,2004,,,,,,,,,,,,,,,,2.5,,http://letterboxd.com/film/super-size-me/
This Is Spinal Tap,1984,,Rob Reiner,,,,Comedy,,,,,,,,,,4,4,http://letterboxd.com/film/this-is-spinal-tap/
Throne of Blood,1957,,Akira Kurosawa,,,,Asian,,,,,,,98,82,,,5,http://letterboxd.com/film/throne-of-blood/
Time Bandits,1981,,Terry Gilliam,,,,Comedy,,,,,,,,,,,,
Tombstone,1993,,George P. Cosmatos,,,,Action,,,,,,,,,,,,
Team America: World Police,2004,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/team-america-world-police/
Ted,2012,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/ted/
Terminator 3: Rise of the Machines,2003,,,,,,,,,,,,,,,,2,,http://letterboxd.com/film/terminator-3-rise-of-the-machines/
Top Gun,1986,,Tony Scott,,,,Action,,,,,,,,,,5,4,http://letterboxd.com/film/top-gun/
Touching the Void,2003,,Kevin Macdonald,,,,Documentary,,,,,,,,,,3.5,4,http://letterboxd.com/film/touching-the-void/
Thank You for Smoking,2005,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/thank-you-for-smoking/
The 40 Year Old Virgin,2005,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-40-year-old-virgin/
The Abyss,1989,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-abyss/
The Adjustment Bureau,2011,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-adjustment-bureau/
The Amazing Spider-Man 2,2014,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-amazing-spider-man-2/
The Aviator,2004,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-aviator/
The Birds,1963,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-birds/
The Blair Witch Project,1999,,,,,,,,,,,,,,,,2,,http://letterboxd.com/film/the-blair-witch-project/
The Boondock Saints,1999,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-boondock-saints/
The Bourne Identity,2002,,,,,,,,,,,,,,,,5,,http://letterboxd.com/film/the-bourne-identity-2002/
The Bourne Legacy,2012,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-bourne-legacy/
The Bourne Supremacy,2004,,,,,,,,,,,,,,,,4.5,,http://letterboxd.com/film/the-bourne-supremacy/
The Bourne Ultimatum,2007,,,,,,,,,,,,,,,,4.5,,http://letterboxd.com/film/the-bourne-ultimatum/
The Butterfly Effect,2004,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-butterfly-effect/
The Cable Guy,1996,,,,,,,,,,,,,,,,2,,http://letterboxd.com/film/the-cable-guy/
The Cove,2009,,,,,,,,,,,,,,,,2.5,,http://letterboxd.com/film/the-cove/
The Crow,1994,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-crow/
The Da Vinci Code,2006,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-da-vinci-code/
The Deer Hunter,1978,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-deer-hunter/
The Descent,2005,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-descent/
The Devil's Advocate,1997,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-devils-advocate/
The Expendables,2010,,,,,,,,,,,,,,,,2.5,,http://letterboxd.com/film/the-expendables/
The Fast and the Furious,2001,,,,,,,,,,,,,,,,5,,http://letterboxd.com/film/the-fast-and-the-furious-2001/
The Fifth Element,1997,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-fifth-element/
The French Connection,1971,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-french-connection/
The Godfather: Part II,1974,,,,,,,,,,,,,,,,4.5,,http://letterboxd.com/film/the-godfather-part-ii/
The Graduate,1967,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-graduate/
The Great Gatsby,2013,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-great-gatsby-2013/
The Green Mile,1999,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-green-mile/
The Grey,2011,,,,,,,,,,,,,,,,2.5,,http://letterboxd.com/film/the-grey/
The Hidden Fortress,1958,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-hidden-fortress/
The Hunger Games,2012,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-hunger-games/
The Hunger Games: Catching Fire,2013,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-hunger-games-catching-fire/
The Hunt for Red October,1990,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-hunt-for-red-october/
The Illusionist,2006,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-illusionist/
The Incredibles,2004,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-incredibles/
The Italian Job,2003,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-italian-job-2003/
The Karate Kid,1984,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-karate-kid/
The League of Extraordinary Gentlemen,2003,,,,,,,,,,,,,,,,2,,http://letterboxd.com/film/the-league-of-extraordinary-gentlemen/
The Lion King,1994,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-lion-king/
The Little Mermaid,1989,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-little-mermaid/
The Lorax,2012,,,,,,,,,,,,,,,,1,,http://letterboxd.com/film/the-lorax-2012/
The Lord of the Rings: The Fellowship of the Ring,2001,,,,,,,,,,,,,,,,4.5,,http://letterboxd.com/film/the-lord-of-the-rings-the-fellowship-of-the-ring/
The Lord of the Rings: The Return of the King,2003,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-lord-of-the-rings-the-return-of-the-king/
The Lord of the Rings: The Two Towers,2002,,,,,,,,,,,,,,,,4.5,,http://letterboxd.com/film/the-lord-of-the-rings-the-two-towers/
The Machinist,2004,,,,,,,,,,,,,,,,2.5,,http://letterboxd.com/film/the-machinist/
The Mask,1994,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-mask-1994/
The Mummy,1999,,,,,,,,,,,,,,,,2.5,,http://letterboxd.com/film/the-mummy-1999/
The Naked Gun: From the Files of Police Squad!,1988,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-naked-gun-from-the-files-of-police-squad/
The Nightmare Before Christmas,1993,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-nightmare-before-christmas/
The Pursuit of Happyness,2006,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-pursuit-of-happyness/
The Ring,2002,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-ring-2002/
The Road,2009,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-road/
The Rocky Horror Picture Show,1975,,,,,,,,,,,,,,,,2.5,,http://letterboxd.com/film/the-rocky-horror-picture-show/
The Shining,1980,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-shining/
The Silence of the Lambs,1991,,,,,,,,,,,,,,,,4.5,,http://letterboxd.com/film/the-silence-of-the-lambs/
The Talented Mr. Ripley,1999,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-talented-mr-ripley/
The Thing,1982,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/the-thing/
The Transporter,2002,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/the-transporter/
The Truman Show,1998,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/the-truman-show/
The Village,2004,,,,,,,,,,,,,,,,2,,http://letterboxd.com/film/the-village/
Toy Story,1995,,John Lasseter,,,,Comedy,,,,,,,,,,4,4,http://letterboxd.com/film/toy-story/
Toy Story 3,2010,,Lee Unkrich,,,,Comedy,,,,,,,99,84,92,4,5,http://letterboxd.com/film/toy-story-3/
They Live,1988,,,,,,,,,,,,,,,,1.5,,http://letterboxd.com/film/they-live/
Trainspotting,1996,,Danny Boyle,,,,Dark Comedy,,,,,,,,,,4,4.5,http://letterboxd.com/film/trainspotting/
This Is 40,2012,,,,,,,,,,,,,,,,2,,http://letterboxd.com/film/this-is-40/
Triangle,2009,,Christopher Smith,,,,Horror,,,,,,,,,,,4.5,http://letterboxd.com/film/triangle-2009/
Titanic,1997,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/titanic-1997/
True Legend,2010,,Woo-ping Yuen,,,,Asian,,,,,,,,,,,4,http://letterboxd.com/film/true-legend/
Total Recall,1990,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/total-recall/
True Lies,1994,,James Cameron,,,,Action,,,,,,,,,,3.5,4,http://letterboxd.com/film/true-lies/
Traffic,2000,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/traffic/
Training Day,2001,,,,,,,,,,,,,,,,2.5,,http://letterboxd.com/film/training-day/
Transformers,2007,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/transformers/
Transformers: Revenge of the Fallen,2009,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/transformers-revenge-of-the-fallen/
True Romance,1993,,Tony Scott,,,,Action,,,,,,,,,,4.5,4,http://letterboxd.com/film/true-romance/
Tremors,1990,,,,,,,,,,,,,,,,2,,http://letterboxd.com/film/tremors/
TRON: Legacy,2010,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/tron-legacy/
Tropic Thunder,2008,,,,,,,,,,,,,,,,1.5,,http://letterboxd.com/film/tropic-thunder/
Tucker and Dale vs Evil,2010,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/tucker-and-dale-vs-evil/
Vanilla Sky,2001,,Cameron Crowe,,,,Suspense,,,,,,,,,,3.5,4,http://letterboxd.com/film/vanilla-sky/
Twister,1996,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/twister/
Unbreakable,2000,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/unbreakable/
Underworld,2003,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/underworld-2003/
Waking Life,2001,,Richard Linklater,,,,Cerebral,,,,,,,80,78,82,,5,http://letterboxd.com/film/waking-life/
Watchmen,2009,,Zack Snyder,,,,Action,,,,,,,,,,4,,http://letterboxd.com/film/watchmen/
Wedding Crashers,2005,,David Dobkin,,,,Comedy,,,,,,,,,,3,,http://letterboxd.com/film/wedding-crashers/
Walk the Line,2005,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/walk-the-line/
Wallace and Gromit: The Wrong Trousers,1993,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/wallace-and-gromit-the-wrong-trousers/
Warrior,2011,,,,,,,,,,,,,,,,2,,http://letterboxd.com/film/warrior/
What About Bob?,1991,,Frank Oz,,,,Comedy,,,,,,,,,,,,
Wayne's World,1992,,,,,,,,,,,,,,,,4,,http://letterboxd.com/film/waynes-world/
Where the Wild Things Are,2009,,Spike Jonze,,,,Dark Comedy,,,,,,,72,68,71,,5,http://letterboxd.com/film/where-the-wild-things-are/
Who Am I,1998,,Benny Chan,,,,Action,,,,,,,,,,,,
Yojimbo,1961,,Akira Kurosawa,,,,Asian,,,,,,,,,,,,
Who Framed Roger Rabbit,1988,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/who-framed-roger-rabbit/
World War Z,2013,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/world-war-z/
Wreck-It Ralph,2012,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/wreck-it-ralph/
Zodiac,2007,,David Fincher,,,,Suspense,,,,,,,,,,,3.5,http://letterboxd.com/film/zodiac/
X2: X-Men United,2003,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/x2-x-men-united/
X-Men,2000,,,,,,,,,,,,,,,,3.5,,http://letterboxd.com/film/x-men/
Zoolander,2001,,Ben Stiller,,,,Comedy,,,,,,,,,,3.5,4,http://letterboxd.com/film/zoolander/
Zombieland,2009,,,,,,,,,,,,,,,,3,,http://letterboxd.com/film/zombieland/
